city,area,rooms,bathroom,parking_spaces,floor,animal_allowance,furniture,association_tax,rent_amount,property_tax,fire_insurance,total_rent
Chennai,Guduvancheri,2,1,1,1,acept,not furnished,1290,2040,150,27,3507
Bangalore,Yelahanka New Town,1,1,0,2,acept,not furnished,594,4470,198,57,5319
Bangalore,Hormavu,3,2,1,12,acept,furnished,5100,16500,1245,210,23055
Bangalore,Electronic City Phase II,1,1,0,2,not acept,not furnished,0,6180,0,81,6261
Bangalore,Marathahalli,3,5,2,7,acept,not furnished,0,13800,1827,210,15837
Bangalore,Hosur Road,1,2,2,9,acept,not furnished,3723,12000,1266,153,17142
Bangalore,Electronics City Phase 1,4,3,2,20,acept,furnished,3780,16800,1002,213,21795
Bangalore,Bannerghatta Road,3,3,2,-,acept,not furnished,0,26700,1113,402,28215
Bangalore,Sonnenahalli,3,3,3,8,acept,not furnished,5286,7500,2223,96,15105
Bangalore,Electronic City,2,2,1,-,acept,not furnished,0,5910,0,90,6000
Bangalore,Rachenahalli,2,2,1,12,not acept,furnished,2826,10200,213,132,13371
Bangalore,Amruthahalli,4,2,3,2,acept,furnished,3300,16500,1560,210,21570
Bangalore,Sarjapur  Road,2,1,1,1,acept,not furnished,840,3000,414,39,4293
Bangalore,Banjara Layout,4,4,6,-,acept,not furnished,0,15840,2001,240,18081
Bangalore,Whitefield,2,1,0,-,not acept,not furnished,150,3300,0,51,3501
Bangalore,Kengeri,4,6,4,12,acept,not furnished,8550,9000,7974,117,25641
Bangalore,Hosur Road,2,1,1,1,acept,not furnished,1950,5400,24,69,7443
Bangalore,Malleshwaram,3,2,1,12,acept,not furnished,2640,5490,342,72,8544
Bangalore,Bommasandra Industrial Area,4,7,8,-,acept,not furnished,0,135000,26250,2031,163290
Bangalore,Ambedkar Nagar,1,1,1,3,acept,furnished,2100,9000,399,117,11616
Chennai,Selaiyur,3,2,1,9,acept,not furnished,1905,4800,300,63,7068
Bangalore,Bannerghatta Road,3,1,0,-,acept,not furnished,0,6600,0,102,6702
Bangalore,Rajaji Nagar,3,2,2,-,acept,furnished,0,9000,0,138,9138
Bangalore,Kanakpura Road,2,1,0,-,acept,not furnished,0,3240,282,51,3573
Bangalore,Haralur Road,3,2,2,-,acept,not furnished,0,7500,0,114,7614
Bangalore,Uttarahalli,2,1,0,-,acept,not furnished,0,6600,0,102,6702
Bangalore,Electronic City Phase II,1,1,1,6,not acept,furnished,7200,10500,0,135,17835
Bangalore,Indira Nagar,2,2,1,13,acept,not furnished,2100,3750,450,48,6348
Bangalore,Panathur,3,2,2,-,acept,not furnished,300,7500,225,114,8139
Bangalore,Whitefield,1,1,0,2,not acept,furnished,2130,9300,255,36,11721
Bangalore,Billekahalli,4,5,6,7,acept,not furnished,8550,13500,3201,174,25425
Bangalore,Kanakpura Road,2,1,1,6,acept,not furnished,3192,3300,0,42,6534
Bangalore,Kanakpura Road,1,1,1,7,acept,furnished,5400,6000,0,78,11478
Bangalore,Frazer Town,6,5,5,-,acept,furnished,0,36000,10002,543,46560
Bangalore,Raja Rajeshwari Nagar,1,1,0,6,acept,not furnished,1140,2700,0,36,3876
Bangalore,Bommanahalli,2,1,1,5,acept,not furnished,3180,9900,63,126,13269
Bangalore,Malleshwaram,2,2,1,6,acept,not furnished,3300,15810,1002,201,20313
Bangalore,ISRO Layout,2,3,3,8,acept,not furnished,9630,16500,219,210,26559
Bangalore,Babusapalaya,2,3,2,4,acept,not furnished,3600,8409,1488,108,13605
Chennai,Veppampatttu,1,1,1,2,acept,furnished,870,4800,210,63,5943
Bangalore,Hebbal,4,3,3,-,acept,furnished,0,15000,1002,228,16230
Bangalore,Begur Road,3,2,2,4,acept,not furnished,9300,19200,2100,246,30840
Bangalore,Yelahanka,1,1,0,-,not acept,not furnished,0,2640,144,42,2826
Bangalore,Banashankari,5,4,8,-,not acept,not furnished,0,27000,2286,408,29694
Bangalore,Green Glen Layout,3,3,2,16,not acept,furnished,2700,9450,363,120,12633
Bangalore,Electronic City,1,1,0,-,not acept,not furnished,0,2850,0,45,2895
Bangalore,Chandapura,2,2,2,13,acept,furnished,3252,9900,621,126,13899
Chennai,Periyapanicheri,5,4,0,-,acept,not furnished,0,23205,1251,351,24807
Chennai,Ponmar,1,1,0,5,not acept,not furnished,1320,2676,51,36,4083
Bangalore,Electronic City,2,2,1,-,not acept,not furnished,0,4350,240,66,4656
Bangalore,BTM 2nd Stage,3,4,2,4,not acept,not furnished,7350,30000,2502,381,40230
Bangalore,BTM 2nd Stage,4,3,2,5,acept,not furnished,5100,20100,1980,255,27435
Bangalore,8th Phase JP Nagar,2,1,1,8,acept,not furnished,2280,9000,435,117,11832
Bangalore,Rajiv Nagar,4,5,5,20,not acept,not furnished,7500,12000,3000,87,22587
Bangalore,Roopena Agrahara,3,3,3,-,acept,furnished,0,13350,3600,201,17151
Bangalore,Harlur,4,3,3,6,acept,not furnished,8550,36000,2100,459,47100
Chennai,Siruseri,1,1,0,1,not acept,not furnished,210,3300,27,42,3579
Bangalore,Hoodi,3,3,2,6,acept,not furnished,7260,7740,3000,99,18099
Bangalore,KR Puram,2,2,1,2,acept,not furnished,1800,3900,201,51,5952
Bangalore,Begur Road,4,3,3,20,acept,furnished,6240,16500,3276,210,26226
Bangalore,Jakkur,4,3,2,1,acept,not furnished,5199,15000,1710,192,22101
Bangalore,Iblur Village,2,2,1,6,acept,not furnished,3000,10500,276,135,13911
Bangalore,Thanisandra,3,3,2,-,not acept,not furnished,0,8400,558,129,9087
Bangalore,Hennur Road,2,2,1,-,not acept,not furnished,0,13500,1242,204,14946
Bangalore,Chandapura,2,1,1,12,acept,furnished,2220,5100,102,66,7488
Bangalore,Padmanabhanagar,3,1,2,10,acept,not furnished,2859,10500,690,135,14184
Chennai,Vandalur,2,1,1,-,acept,not furnished,822,3000,21,39,3882
Bangalore,Hoodi,3,2,2,-,acept,not furnished,0,9600,675,147,10422
Bangalore,EPIP Zone,2,2,3,-,acept,not furnished,0,14400,1350,219,15969
Bangalore,Raja Rajeshwari Nagar,1,1,0,7,acept,not furnished,1200,3600,0,48,4848
Bangalore,Nallurhalli,4,6,5,8,not acept,not furnished,13842,14583,11316,186,39930
Bangalore,Nagavara,1,1,2,-,acept,not furnished,0,4800,501,75,5376
Bangalore,Hebbal,3,2,2,-,acept,not furnished,0,45000,1377,678,47070
Bangalore,Pai Layout,3,3,2,-,acept,not furnished,0,12000,276,183,12459
Bangalore,8th Phase JP Nagar,2,1,1,9,acept,not furnished,1440,3450,165,45,5100
Bangalore,Hormavu,3,3,2,-,acept,not furnished,0,14550,1002,219,15771
Bangalore,Yelahanka,1,1,0,11,not acept,not furnished,1110,10200,222,132,11664
Bangalore,Whitefield,1,1,1,13,acept,not furnished,1500,5400,0,69,6969
Bangalore,CV Raman Nagar,3,5,5,-,acept,not furnished,0,18000,6000,273,24273
Bangalore,Bileshivale,2,2,2,-,acept,not furnished,0,6003,477,93,6573
Bangalore,Kanakpura Road,1,1,1,6,acept,not furnished,2049,6300,0,81,8430
Bangalore,R.T. Nagar,2,1,1,-,acept,not furnished,0,4470,222,69,4761
Bangalore,KUDLU MAIN ROAD,3,3,7,-,acept,not furnished,0,24000,2502,363,26865
Bangalore,Ambedkar Colony,4,4,3,-,acept,not furnished,0,21900,1980,330,24210
Bangalore,KR Puram,1,1,0,1,not acept,not furnished,450,2190,0,30,2670
Bangalore,Yeshwanthpur,2,5,4,-,acept,not furnished,0,18000,1452,273,19725
Chennai,Gopalapuram,4,5,5,-,acept,not furnished,0,39000,1422,588,41010
Bangalore,Raja Rajeshwari Nagar,1,1,1,1,acept,not furnished,0,2931,90,39,3060
Bangalore,Jakkur,4,4,2,4,acept,not furnished,6000,9600,402,123,16125
Bangalore,Sultan Palaya,4,6,0,8,acept,not furnished,10251,23700,7158,303,41400
Bangalore,Hebbal,3,2,8,-,acept,not furnished,0,19500,4080,294,23874
Chennai,Veppampatttu,2,3,1,7,acept,not furnished,3588,6012,0,78,9678
Bangalore,Kudlu,1,1,0,6,acept,not furnished,657,4416,126,18,5217
Bangalore,HSR Layout,1,1,1,14,not acept,furnished,4860,8400,837,108,14205
Bangalore,Sarjapur  Road,2,1,0,1,acept,not furnished,0,7344,477,96,7917
Bangalore,Margondanahalli,1,1,1,1,acept,furnished,1650,7800,150,99,9699
Bangalore,Hosa Road,1,1,0,7,not acept,not furnished,870,6000,390,78,7338
Bangalore,Thigalarapalya,3,2,2,11,acept,furnished,7800,15000,1251,192,24243
Bangalore,Bellandur,3,4,5,-,acept,not furnished,0,9900,798,150,10848
Bangalore,Yelahanka,1,1,0,6,acept,not furnished,2670,10389,0,96,13155
Chennai,tambaram west,1,1,1,10,not acept,furnished,1800,3000,144,39,4983
Bangalore,Thanisandra,3,4,3,20,not acept,furnished,7350,36000,3783,459,47580
Bangalore,Hegde Nagar,3,3,2,8,acept,not furnished,2598,5130,270,66,8064
Bangalore,Harlur,3,4,3,7,acept,furnished,12000,25500,3501,324,41340
Bangalore,Rachenahalli,2,2,2,10,acept,not furnished,2310,4350,210,57,6927
Bangalore,Raja Rajeshwari Nagar,1,1,0,18,acept,not furnished,750,5550,0,72,6372
Bangalore,Ramamurthy Nagar,2,2,2,7,not acept,furnished,4800,19800,1200,252,26052
Bangalore,Prithvi Layout,3,5,0,-,acept,not furnished,0,18000,1464,273,19737
Chennai,Thiruvidandhai,3,2,1,9,not acept,not furnished,2655,5400,339,69,8463
Bangalore,Budigere,3,1,1,9,acept,not furnished,1290,4350,0,57,5697
Chennai,Pattabiram,3,3,2,1,acept,not furnished,6048,17700,681,225,24654
Bangalore,Yelahanka,1,1,0,-,acept,not furnished,3,3000,18,48,3069
Bangalore,Varthur,2,2,0,-,acept,furnished,0,3750,0,57,3807
Bangalore,Harlur,3,4,4,10,not acept,not furnished,5100,15000,3000,192,23292
Bangalore,Sarjapura - Attibele Road,4,4,2,10,acept,not furnished,8895,18000,1815,231,28941
Bangalore,9th Phase JP Nagar,1,1,0,4,acept,not furnished,900,3486,57,45,4488
Bangalore,Yeshwanthpur,4,7,4,-,acept,furnished,0,36000,2001,543,38550
Chennai,Urapakkam,2,1,1,7,acept,not furnished,744,2940,231,39,3954
Bangalore,Anandapura,4,4,6,-,acept,not furnished,0,30000,3000,453,33450
Bangalore,Hormavu,3,5,3,7,acept,furnished,5250,8400,1800,108,15558
Bangalore,Bommanahalli,2,1,2,10,acept,furnished,6060,9300,999,120,16479
Bangalore,Old Madras Road,4,4,4,-,acept,not furnished,0,32400,2400,489,35280
Bangalore,JP Nagar,4,4,2,5,acept,not furnished,12600,12000,3126,153,27879
Bangalore,Kadugodi,1,1,0,3,not acept,furnished,1410,10500,381,135,12426
Bangalore,Hulimavu,1,1,0,-,not acept,not furnished,0,2610,0,42,2652
Bangalore,Whitefield,3,1,1,4,not acept,not furnished,2556,7500,378,96,10530
Chennai,Sholinganallur,1,1,2,-,acept,not furnished,0,4830,150,75,5055
Bangalore,Hoodi,2,1,0,-,acept,not furnished,0,4950,501,75,5526
Bangalore,Electronic City,3,3,1,-,acept,not furnished,0,21000,2643,318,23961
Bangalore,Akshaya Nagar,4,1,2,-,not acept,not furnished,0,12000,1158,183,13341
Bangalore,Kanakpura Road,1,1,0,-,not acept,not furnished,0,2940,0,45,2985
Bangalore,Kanakpura Road,2,2,1,11,acept,not furnished,5040,12000,600,153,17793
Bangalore,Kumaraswami Layout,3,2,1,-,not acept,not furnished,0,30000,0,453,30450
Bangalore,Chandapura,2,2,1,11,acept,furnished,1692,5037,0,66,6795
Bangalore,Bannerghatta Road,3,3,3,11,acept,not furnished,5400,7500,963,96,13959
Bangalore,Banashankari Stage VI,4,5,4,7,acept,not furnished,10800,18000,3450,231,32490
Bangalore,Hebbal Kempapura,3,2,2,18,acept,not furnished,3000,10200,627,132,13959
Bangalore,Vishwapriya Layout,4,4,3,16,not acept,not furnished,3300,13500,1077,174,18051
Bangalore,Vijayanagar,1,1,1,4,acept,not furnished,2070,13194,600,168,16032
Bangalore,Padmanabhanagar,2,1,0,3,acept,not furnished,1770,6150,21,78,8019
Bangalore,Koramangala,1,1,2,5,not acept,furnished,3939,13500,744,174,18357
Bangalore,8th Phase JP Nagar,2,2,1,5,not acept,furnished,2709,12000,900,153,15762
Chennai,Vettuvankeni,3,3,2,-,not acept,not furnished,1779,7650,711,117,10257
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,2400,0,39,2439
Bangalore,7th Phase JP Nagar,2,1,1,2,not acept,furnished,3900,9000,501,117,13518
Bangalore,Hebbal,3,3,1,9,acept,not furnished,6000,19500,876,249,26625
Bangalore,Dodda Banaswadi,4,4,4,-,acept,not furnished,0,27540,3750,414,31710
Bangalore,Thanisandra,4,3,3,6,acept,not furnished,7800,15000,3636,192,26628
Bangalore,Kannamangala,1,1,0,-,acept,not furnished,0,5160,0,66,5226
Bangalore,Mathikere,4,6,6,4,acept,not furnished,12738,19941,6705,255,39630
Bangalore,Thigalarapalya,4,5,3,12,acept,furnished,7860,8925,3552,114,20451
Bangalore,Thanisandra,2,3,1,10,acept,not furnished,5250,13500,0,174,18924
Bangalore,Yelahanka New Town,2,1,0,1,acept,not furnished,0,4800,0,63,4863
Chennai,Uthandi,3,3,2,6,acept,not furnished,4800,9900,750,126,15576
Bangalore,Kadugodi,1,1,1,8,acept,furnished,1500,9000,375,117,10992
Bangalore,Thanisandra,3,3,0,-,acept,not furnished,0,13500,213,204,13917
Bangalore,Akshaya Nagar,4,4,5,6,acept,not furnished,18000,30000,7752,381,56130
Chennai,Kolapakkam,3,2,0,-,acept,not furnished,0,4770,540,72,5382
Chennai,Korattur,3,1,4,-,not acept,not furnished,0,8400,1002,129,9531
Bangalore,Sarjapur  Road,1,1,0,-,acept,not furnished,0,2790,180,42,3012
Bangalore,Balagere,4,3,8,-,acept,not furnished,0,42000,525,633,43170
Chennai,Perungudi,1,1,1,10,acept,not furnished,1650,1740,129,24,3543
Bangalore,Singasandra,1,1,1,3,acept,furnished,1602,8400,399,108,10509
Chennai,Adambakkam,2,1,1,5,acept,not furnished,1020,4200,171,54,5445
Bangalore,ISRO Layout,3,5,3,3,acept,furnished,10014,25320,3669,180,39180
Bangalore,Rajaji Nagar,3,2,2,-,acept,not furnished,0,9900,324,150,10374
Bangalore,Kasavanhalli,2,2,1,1,acept,not furnished,3648,8100,3432,105,15285
Bangalore,Indira Nagar,2,2,1,11,acept,not furnished,2100,3750,450,48,6348
Bangalore,Dollars Colony,3,2,3,7,acept,not furnished,3300,13500,1875,174,18849
Bangalore,Ejipura,5,4,6,-,acept,not furnished,0,21600,2001,327,23928
Bangalore,Vijayanagar,2,1,1,7,not acept,not furnished,1800,3600,180,48,5628
Bangalore,Raja Rajeshwari Nagar,1,1,1,7,acept,not furnished,1140,6600,300,84,8124
Bangalore,Thanisandra,4,4,1,1,not acept,not furnished,9600,11400,2502,147,23649
Chennai,Kandigai,3,3,2,9,acept,furnished,6000,25500,1020,324,32850
Bangalore,Bellandur,2,3,2,9,acept,not furnished,6000,17700,1812,225,25737
Bangalore,Budigere,2,1,1,4,acept,not furnished,1878,3600,0,48,5526
Bangalore,Old Madras Road,3,4,3,4,acept,furnished,11100,22500,4413,288,38310
Bangalore,R.T. Nagar,3,3,3,-,acept,not furnished,300,7350,45,111,7806
Bangalore,9th Phase JP Nagar,2,1,0,6,acept,not furnished,1770,5370,0,69,7209
Bangalore,Ramagondanahalli,3,3,2,10,acept,not furnished,1917,8400,351,108,10776
Bangalore,Yelahanka,1,1,1,-,acept,not furnished,0,3600,0,57,3657
Bangalore,Naganathapura,3,3,3,1,not acept,not furnished,9300,19500,2502,249,31560
Bangalore,Sarjapur  Road,1,1,4,-,acept,not furnished,0,3900,126,60,4086
Bangalore,Electronics City Phase 1,3,3,2,-,acept,not furnished,0,13500,627,204,14331
Bangalore,KR Puram,2,1,1,4,acept,furnished,300,4590,0,60,4950
Chennai,Adyar,1,1,0,10,not acept,furnished,1740,2250,0,30,4020
Bangalore,Sarjapur  Road,3,1,1,8,acept,not furnished,1569,3300,0,42,4911
Chennai,Medavakkam,3,2,2,12,acept,not furnished,1680,7500,750,96,10026
Chennai,Medavakkam,3,2,2,17,acept,not furnished,1680,7500,525,96,9801
Bangalore,B Narayanapura,4,6,4,13,acept,furnished,10350,30480,0,387,41220
Bangalore,Hebbal,3,2,8,-,acept,not furnished,0,30000,0,453,30450
Chennai,Veppampatttu,1,1,0,6,acept,not furnished,1500,2400,90,33,4023
Chennai,Chromepet,3,3,2,12,acept,not furnished,3450,6900,624,90,11064
Bangalore,Yelahanka New Town,3,1,1,9,acept,not furnished,900,4260,0,54,5214
Bangalore,Hosakerehalli,3,2,1,14,acept,not furnished,5142,15000,381,192,20715
Bangalore,Horamavu Agara,2,1,1,11,acept,not furnished,1050,7800,0,99,8949
Bangalore,Gottigere,1,1,0,9,acept,furnished,900,18000,51,231,19182
Bangalore,Harlur,3,3,4,22,acept,not furnished,10614,36000,5925,459,53010
Chennai,Pallikaranai,3,2,1,10,acept,not furnished,2100,5400,360,69,7929
Bangalore,Hosakerehalli,4,2,0,9,acept,not furnished,3039,16500,426,210,20175
Bangalore,Kothanur,2,1,1,12,not acept,not furnished,2160,6030,213,78,8481
Bangalore,Kanakpura Road,2,2,1,1,acept,not furnished,1800,5580,0,72,7452
Bangalore,JP Nagar,5,2,1,-,acept,not furnished,0,24000,0,363,24363
Bangalore,Thigalarapalya,4,4,3,-,acept,furnished,0,14100,1125,213,15438
Bangalore,Old Madras Road,4,3,3,2,acept,not furnished,9780,22500,1650,288,34230
Bangalore,Sector 7 HSR Layout,3,2,1,13,acept,not furnished,3600,6600,900,84,11184
Bangalore,Chikka Tirupathi,3,4,3,6,acept,not furnished,6600,40500,2442,516,50070
Bangalore,Kogilu,1,1,0,6,acept,furnished,750,6900,126,90,7866
Chennai,Adyar,1,1,0,8,acept,not furnished,1269,1560,39,21,2889
Bangalore,Bannerghatta Road,2,1,1,-,acept,not furnished,0,4800,501,75,5376
Bangalore,7th Phase JP Nagar,2,1,1,14,acept,not furnished,810,4500,246,60,5616
Chennai,Manapakkam,2,3,3,16,acept,not furnished,4050,17700,501,225,22476
Bangalore,Kadubeesanahalli,4,4,3,19,acept,furnished,7500,27000,2751,345,37590
Bangalore,Murugeshpalya,3,5,4,18,acept,not furnished,6000,30000,2970,381,39360
Bangalore,Hebbal,4,3,3,-,not acept,not furnished,0,39000,2850,588,42450
Bangalore,Vidyaranyapura,4,2,8,-,not acept,not furnished,0,12000,1164,183,13347
Bangalore,Uttarahalli,3,2,1,-,acept,not furnished,2220,4500,450,60,7230
Bangalore,Harlur,3,4,3,3,acept,furnished,10800,14850,3000,189,28839
Bangalore,Kanakpura Road,1,1,0,2,acept,not furnished,210,3600,150,48,4008
Bangalore,Rajiv Nagar,4,5,5,20,not acept,not furnished,7500,12000,3000,87,22587
Bangalore,Marathahalli,5,5,4,-,acept,furnished,0,19500,1575,294,21369
Bangalore,Kodihalli,3,4,3,2,acept,not furnished,12975,15900,4563,204,33630
Bangalore,Shivaji Nagar,3,2,1,3,acept,not furnished,4371,16200,1077,207,21855
Bangalore,Harlur,3,5,3,14,acept,furnished,10500,32400,3750,411,47070
Chennai,Veppampatttu,1,2,1,11,not acept,furnished,5100,4500,552,60,10212
Bangalore,Jakkur Plantation,3,3,3,1,acept,not furnished,8067,5826,948,75,14916
Bangalore,Gottigere,1,1,0,8,acept,furnished,900,18000,51,231,19182
Bangalore,Panathur,2,2,0,-,acept,not furnished,0,5100,0,78,5178
Bangalore,Ramagondanahalli,2,2,1,2,acept,not furnished,1680,8250,0,105,10035
Bangalore,Frazer Town,3,3,4,-,acept,not furnished,0,20400,2898,309,23607
Bangalore,Bommanahalli,3,2,2,2,acept,not furnished,4200,5400,870,69,10539
Chennai,Vanagaram,4,4,2,14,acept,not furnished,2700,9600,576,45,12921
Bangalore,A Narayanapura,4,6,4,13,acept,not furnished,10320,30000,4050,381,44760
Chennai,Navallur,3,3,2,11,acept,not furnished,2340,5100,501,66,8007
Chennai,Mahindra World City,3,3,2,7,not acept,not furnished,3000,7500,531,96,11127
Bangalore,Rachenahalli,2,2,1,14,acept,not furnished,1440,6300,264,81,8085
Bangalore,Hosur Road,3,2,2,1,acept,not furnished,4200,5280,1149,69,10698
Bangalore,Uttarahalli,2,2,1,7,acept,not furnished,4089,11100,288,141,15618
Bangalore,Whitefield,1,1,0,-,not acept,not furnished,0,3750,102,57,3909
Bangalore,Electronics City Phase 1,3,2,1,1,acept,not furnished,555,23079,669,348,24651
Bangalore,Old Madras Road,4,3,3,-,acept,not furnished,0,32700,1176,492,34380
Bangalore,Chandapura,2,1,1,1,acept,not furnished,1740,7800,171,99,9810
Bangalore,Thanisandra,3,4,2,13,acept,not furnished,5700,21000,2031,267,28998
Bangalore,Electronics City Phase 1,3,3,2,3,acept,not furnished,6600,31500,1515,402,40020
Bangalore,8th Phase JP Nagar,2,1,0,7,acept,not furnished,1848,3600,195,48,5691
Chennai,GST Road,3,2,3,-,acept,not furnished,0,10500,225,159,10884
Chennai,Perumbakkam,2,1,1,3,acept,not furnished,960,5400,216,69,6645
Bangalore,Varthur,3,1,1,7,not acept,not furnished,1200,4800,75,63,6138
Bangalore,AECS Layout,1,1,0,1,acept,not furnished,0,8100,15,105,8220
Bangalore,Hulimavu,1,1,0,25,acept,not furnished,1155,6300,120,81,7656
Bangalore,Frazer Town,5,7,5,-,acept,not furnished,0,15600,465,237,16302
Bangalore,Whitefield,2,3,0,-,not acept,not furnished,0,5220,252,81,5553
Bangalore,Bannerghatta Road,3,2,1,-,acept,not furnished,0,5400,327,84,5811
Chennai,Kolathur,3,2,1,1,acept,not furnished,1200,5100,0,66,6366
Bangalore,Bisuvanahalli,3,3,8,-,acept,not furnished,0,16500,1716,249,18465
Bangalore,Anekal,3,2,2,2,acept,not furnished,3900,14400,750,183,19233
Bangalore,Uttarahalli,2,1,0,-,acept,not furnished,0,4317,156,66,4539
Chennai,Oragadam,2,1,1,2,acept,not furnished,1647,2550,228,33,4458
Bangalore,Sarjapur  Road,2,1,1,1,not acept,furnished,2109,14880,1041,189,18219
Bangalore,Jalahalli,2,2,2,4,acept,furnished,3900,13500,1320,174,18894
Bangalore,Brookefield,3,2,2,5,acept,furnished,2262,13500,615,174,16551
Bangalore,Subramanyapura,3,2,1,3,not acept,furnished,2223,6525,555,84,9387
Chennai,Mudichur,1,1,0,3,not acept,not furnished,600,3060,0,12,3672
Bangalore,Hosakerehalli,3,2,1,10,acept,not furnished,3000,10965,720,141,14826
Bangalore,Ananth Nagar,3,2,3,1,acept,not furnished,3750,5700,1656,75,11181
Bangalore,Banashankari Stage III,2,2,3,-,acept,not furnished,0,7800,399,120,8319
Bangalore,Kengeri Satellite Town,1,1,1,26,acept,not furnished,1416,6900,177,90,8583
Bangalore,Sarjapur,1,1,0,4,acept,furnished,1806,5400,390,69,7665
Bangalore,Dasanapura,3,2,2,5,acept,not furnished,5652,11400,1554,147,18753
Bangalore,Green Glen Layout,3,2,2,1,acept,not furnished,3300,4800,627,63,8790
Chennai,Mangadu,3,2,1,11,acept,not furnished,3180,6600,603,84,10467
Bangalore,R.T. Nagar,3,2,2,-,acept,not furnished,0,5100,15,78,5193
Bangalore,Byrasandra,3,3,4,4,acept,furnished,14733,30750,7410,390,53280
Bangalore,Jeevan bima nagar,4,5,5,18,acept,furnished,9300,37500,5250,477,52530
Chennai,Padur,2,2,1,4,acept,not furnished,2025,3930,237,51,6243
Bangalore,Horamavu Banaswadi,3,4,4,6,acept,not furnished,8577,18000,2595,231,29403
Bangalore,Kothannur,1,1,0,1,not acept,not furnished,0,2610,0,36,2646
Bangalore,Anjanapura,3,3,4,19,acept,not furnished,3900,14700,2175,189,20964
Bangalore,7th Phase JP Nagar,1,1,1,8,not acept,not furnished,1767,7047,0,24,8838
Chennai,Kelambakkam,2,1,1,2,acept,not furnished,1359,2247,132,30,3768
Bangalore,Hosa Road,1,1,0,-,not acept,furnished,159,3552,159,54,3924
Bangalore,Thubarahalli,2,3,1,1,acept,furnished,2706,21030,501,267,24504
Bangalore,Marathahalli,5,5,4,8,acept,not furnished,9600,14376,4500,183,28659
Bangalore,Domlur,2,2,1,12,not acept,not furnished,3900,25200,879,321,30300
Chennai,Thiruninravur,1,1,0,1,not acept,not furnished,1104,2040,45,27,3216
Bangalore,Ramamurthy Nagar,2,3,2,6,not acept,not furnished,1497,7500,210,96,9303
Chennai,Injambakkam,3,3,2,8,acept,not furnished,4800,7500,975,96,13371
Bangalore,Haralur Road,3,3,1,9,acept,not furnished,5100,39000,915,495,45510
Bangalore,Kothannur,1,1,0,1,not acept,not furnished,0,2550,27,33,2610
Bangalore,Bommanahalli,2,2,0,3,not acept,not furnished,1950,4800,15,63,6828
Chennai,Sholinganallur,2,3,0,1,not acept,furnished,2814,5820,0,75,8709
Chennai,Urapakkam,1,1,1,3,acept,furnished,2190,9000,177,117,11484
Bangalore,5th Phase JP Nagar,1,1,1,11,not acept,furnished,1860,8400,0,108,10368
Bangalore,KR Puram,1,1,0,1,not acept,not furnished,420,2310,0,30,2760
Bangalore,Banashankari,4,5,2,-,acept,furnished,0,45000,2001,678,47670
Bangalore,Byatarayanapura,4,5,6,-,acept,not furnished,0,33000,2301,498,35790
Bangalore,Yeshwanthpur,6,4,3,-,acept,not furnished,0,11997,6750,183,18930
Bangalore,Bannerghatta Road,3,2,2,23,not acept,not furnished,2166,13500,714,174,16554
Bangalore,Electronic City,1,2,2,1,acept,furnished,7032,21000,2271,267,30570
Bangalore,Yeshwanthpur,6,6,8,15,acept,furnished,9000,13005,5250,165,27420
Bangalore,Kasavanhalli,2,2,0,13,acept,not furnished,1992,8070,0,105,10167
Bangalore,8th Phase JP Nagar,1,2,1,3,acept,furnished,2550,12300,348,156,15354
Chennai,Madambakkam,3,2,2,2,acept,not furnished,1971,5100,219,66,7356
Bangalore,Babusapalaya,2,2,2,8,acept,furnished,3000,13500,402,174,17076
Bangalore,Begur Road,3,3,3,-,acept,not furnished,0,11100,972,168,12240
Bangalore,Yeshwanthpur,3,3,2,-,not acept,not furnished,0,36000,0,543,36540
Bangalore,Basavangudi,3,2,0,2,acept,furnished,1479,3750,234,48,5511
Bangalore,Bommasandra,4,3,2,1,acept,not furnished,4932,14400,1500,183,21015
Bangalore,Sarjapur  Road,1,1,1,8,not acept,furnished,2400,9330,600,120,12450
Bangalore,Haralur Road,3,2,0,3,acept,not furnished,2145,5100,630,66,7941
Bangalore,Koramangala,1,1,1,2,acept,furnished,1590,5100,213,66,6969
Chennai,Perumbakkam,1,1,1,5,acept,not furnished,2250,2319,201,30,4800
Bangalore,Garudachar Palya,3,4,2,13,acept,not furnished,4800,25500,0,324,30630
Chennai,Velachery,1,1,1,9,not acept,furnished,1476,5700,249,75,7500
Bangalore,Kasavanhalli,3,2,2,14,not acept,furnished,5550,16500,1023,210,23283
Bangalore,Sarakki Nagar,4,5,3,5,acept,not furnished,11736,15900,4272,204,32100
Bangalore,Vidyaranyapura,4,2,5,-,acept,not furnished,0,5610,1200,87,6897
Bangalore,Sadashiva Nagar,4,3,2,7,acept,not furnished,7800,8997,1929,114,18840
Bangalore,Hebbal,3,4,2,10,acept,not furnished,8700,30000,1752,381,40830
Bangalore,Jalahalli,1,1,1,15,not acept,not furnished,1860,10800,0,138,12798
Chennai,Pattabiram,3,3,2,1,acept,not furnished,2250,6600,576,84,9510
Bangalore,Kothanur,2,1,1,1,acept,not furnished,840,6600,0,84,7524
Bangalore,Budigere,2,2,0,6,not acept,furnished,1890,19329,60,246,21525
Bangalore,Ejipura,4,4,5,19,acept,not furnished,20700,20223,0,258,41190
Bangalore,Hennur Road,3,1,2,6,acept,not furnished,3750,12300,900,156,17106
