year,quarter,city,locality,metric,value,unit,source_url
2006,Q1,Bangalore,Indiranagar,AvgPricePerSqft,3797,INR/sqft,https://abc.com
2006,Q1,Bangalore,Indiranagar,TotalTransactions,166,transactions,https://abc.com
2006,Q2,Bangalore,Indiranagar,AvgPricePerSqft,3947,INR/sqft,https://abc.com
2006,Q2,Bangalore,Indiranagar,TotalTransactions,176,transactions,https://abc.com
2006,Q3,Bangalore,Indiranagar,AvgPricePerSqft,4096,INR/sqft,https://abc.com
2006,Q3,Bangalore,Indiranagar,TotalTransactions,185,transactions,https://abc.com
2006,Q4,Bangalore,Indiranagar,AvgPricePerSqft,4246,INR/sqft,https://abc.com
2006,Q4,Bangalore,Indiranagar,TotalTransactions,194,transactions,https://abc.com
2007,Q1,Bangalore,Indiranagar,AvgPricePerSqft,4395,INR/sqft,https://abc.com
2007,Q1,Bangalore,Indiranagar,TotalTransactions,203,transactions,https://abc.com
2007,Q2,Bangalore,Indiranagar,AvgPricePerSqft,4544,INR/sqft,https://abc.com
2007,Q2,Bangalore,Indiranagar,TotalTransactions,212,transactions,https://abc.com
2007,Q3,Bangalore,Indiranagar,AvgPricePerSqft,4694,INR/sqft,https://abc.com
2007,Q3,Bangalore,Indiranagar,TotalTransactions,221,transactions,https://abc.com
2007,Q4,Bangalore,Indiranagar,AvgPricePerSqft,4843,INR/sqft,https://abc.com
2007,Q4,Bangalore,Indiranagar,TotalTransactions,230,transactions,https://abc.com
2008,Q1,Bangalore,Indiranagar,AvgPricePerSqft,4992,INR/sqft,https://abc.com
2008,Q1,Bangalore,Indiranagar,TotalTransactions,239,transactions,https://abc.com
2008,Q2,Bangalore,Indiranagar,AvgPricePerSqft,5142,INR/sqft,https://abc.com
2008,Q2,Bangalore,Indiranagar,TotalTransactions,248,transactions,https://abc.com
2008,Q3,Bangalore,Indiranagar,AvgPricePerSqft,5291,INR/sqft,https://abc.com
2008,Q3,Bangalore,Indiranagar,TotalTransactions,258,transactions,https://abc.com
2008,Q4,Bangalore,Indiranagar,AvgPricePerSqft,5441,INR/sqft,https://abc.com
2008,Q4,Bangalore,Indiranagar,TotalTransactions,267,transactions,https://abc.com
2009,Q1,Bangalore,Indiranagar,AvgPricePerSqft,5590,INR/sqft,https://abc.com
2009,Q1,Bangalore,Indiranagar,TotalTransactions,276,transactions,https://abc.com
2009,Q2,Bangalore,Indiranagar,AvgPricePerSqft,5739,INR/sqft,https://abc.com
2009,Q2,Bangalore,Indiranagar,TotalTransactions,285,transactions,https://abc.com
2009,Q3,Bangalore,Indiranagar,AvgPricePerSqft,5889,INR/sqft,https://abc.com
2009,Q3,Bangalore,Indiranagar,TotalTransactions,294,transactions,https://abc.com
2009,Q4,Bangalore,Indiranagar,AvgPricePerSqft,6038,INR/sqft,https://abc.com
2009,Q4,Bangalore,Indiranagar,TotalTransactions,303,transactions,https://abc.com
2010,Q1,Bangalore,Indiranagar,AvgPricePerSqft,6187,INR/sqft,https://abc.com
2010,Q1,Bangalore,Indiranagar,TotalTransactions,312,transactions,https://abc.com
2010,Q2,Bangalore,Indiranagar,AvgPricePerSqft,6337,INR/sqft,https://abc.com
2010,Q2,Bangalore,Indiranagar,TotalTransactions,321,transactions,https://abc.com
2010,Q3,Bangalore,Indiranagar,AvgPricePerSqft,6486,INR/sqft,https://abc.com
2010,Q3,Bangalore,Indiranagar,TotalTransactions,331,transactions,https://abc.com
2010,Q4,Bangalore,Indiranagar,AvgPricePerSqft,6635,INR/sqft,https://abc.com
2010,Q4,Bangalore,Indiranagar,TotalTransactions,340,transactions,https://abc.com
2011,Q1,Bangalore,Indiranagar,AvgPricePerSqft,6785,INR/sqft,https://abc.com
2011,Q1,Bangalore,Indiranagar,TotalTransactions,349,transactions,https://abc.com
2011,Q2,Bangalore,Indiranagar,AvgPricePerSqft,6934,INR/sqft,https://abc.com
2011,Q2,Bangalore,Indiranagar,TotalTransactions,358,transactions,https://abc.com
2011,Q3,Bangalore,Indiranagar,AvgPricePerSqft,7084,INR/sqft,https://abc.com
2011,Q3,Bangalore,Indiranagar,TotalTransactions,367,transactions,https://abc.com
2011,Q4,Bangalore,Indiranagar,AvgPricePerSqft,7233,INR/sqft,https://abc.com
2011,Q4,Bangalore,Indiranagar,TotalTransactions,376,transactions,https://abc.com
2012,Q1,Bangalore,Indiranagar,AvgPricePerSqft,7382,INR/sqft,https://abc.com
2012,Q1,Bangalore,Indiranagar,TotalTransactions,385,transactions,https://abc.com
2012,Q2,Bangalore,Indiranagar,AvgPricePerSqft,7532,INR/sqft,https://abc.com
2012,Q2,Bangalore,Indiranagar,TotalTransactions,394,transactions,https://abc.com
2012,Q3,Bangalore,Indiranagar,AvgPricePerSqft,7681,INR/sqft,https://abc.com
2012,Q3,Bangalore,Indiranagar,TotalTransactions,403,transactions,https://abc.com
2012,Q4,Bangalore,Indiranagar,AvgPricePerSqft,7830,INR/sqft,https://abc.com
2012,Q4,Bangalore,Indiranagar,TotalTransactions,413,transactions,https://abc.com
2013,Q1,Bangalore,Indiranagar,AvgPricePerSqft,7980,INR/sqft,https://abc.com
2013,Q1,Bangalore,Indiranagar,TotalTransactions,422,transactions,https://abc.com
2013,Q2,Bangalore,Indiranagar,AvgPricePerSqft,8129,INR/sqft,https://abc.com
2013,Q2,Bangalore,Indiranagar,TotalTransactions,431,transactions,https://abc.com
2013,Q3,Bangalore,Indiranagar,AvgPricePerSqft,8278,INR/sqft,https://abc.com
2013,Q3,Bangalore,Indiranagar,TotalTransactions,440,transactions,https://abc.com
2013,Q4,Bangalore,Indiranagar,AvgPricePerSqft,8428,INR/sqft,https://abc.com
2013,Q4,Bangalore,Indiranagar,TotalTransactions,449,transactions,https://abc.com
2014,Q1,Bangalore,Indiranagar,AvgPricePerSqft,8577,INR/sqft,https://abc.com
2014,Q1,Bangalore,Indiranagar,TotalTransactions,458,transactions,https://abc.com
2014,Q2,Bangalore,Indiranagar,AvgPricePerSqft,8727,INR/sqft,https://abc.com
2014,Q2,Bangalore,Indiranagar,TotalTransactions,467,transactions,https://abc.com
2014,Q3,Bangalore,Indiranagar,AvgPricePerSqft,8876,INR/sqft,https://abc.com
2014,Q3,Bangalore,Indiranagar,TotalTransactions,476,transactions,https://abc.com
2014,Q4,Bangalore,Indiranagar,AvgPricePerSqft,9025,INR/sqft,https://abc.com
2014,Q4,Bangalore,Indiranagar,TotalTransactions,485,transactions,https://abc.com
2015,Q1,Bangalore,Indiranagar,AvgPricePerSqft,9175,INR/sqft,https://abc.com
2015,Q1,Bangalore,Indiranagar,TotalTransactions,495,transactions,https://abc.com
2015,Q2,Bangalore,Indiranagar,AvgPricePerSqft,9324,INR/sqft,https://abc.com
2015,Q2,Bangalore,Indiranagar,TotalTransactions,504,transactions,https://abc.com
2015,Q3,Bangalore,Indiranagar,AvgPricePerSqft,9473,INR/sqft,https://abc.com
2015,Q3,Bangalore,Indiranagar,TotalTransactions,513,transactions,https://abc.com
2015,Q4,Bangalore,Indiranagar,AvgPricePerSqft,9623,INR/sqft,https://abc.com
2015,Q4,Bangalore,Indiranagar,TotalTransactions,522,transactions,https://abc.com
2016,Q1,Bangalore,Indiranagar,AvgPricePerSqft,9772,INR/sqft,https://abc.com
2016,Q1,Bangalore,Indiranagar,TotalTransactions,531,transactions,https://abc.com
2016,Q2,Bangalore,Indiranagar,AvgPricePerSqft,9922,INR/sqft,https://abc.com
2016,Q2,Bangalore,Indiranagar,TotalTransactions,540,transactions,https://abc.com
2016,Q3,Bangalore,Indiranagar,AvgPricePerSqft,10071,INR/sqft,https://abc.com
2016,Q3,Bangalore,Indiranagar,TotalTransactions,549,transactions,https://abc.com
2016,Q4,Bangalore,Indiranagar,AvgPricePerSqft,10220,INR/sqft,https://abc.com
2016,Q4,Bangalore,Indiranagar,TotalTransactions,558,transactions,https://abc.com
2017,Q1,Bangalore,Indiranagar,AvgPricePerSqft,10370,INR/sqft,https://abc.com
2017,Q1,Bangalore,Indiranagar,TotalTransactions,567,transactions,https://abc.com
2017,Q2,Bangalore,Indiranagar,AvgPricePerSqft,10519,INR/sqft,https://abc.com
2017,Q2,Bangalore,Indiranagar,TotalTransactions,577,transactions,https://abc.com
2017,Q3,Bangalore,Indiranagar,AvgPricePerSqft,10668,INR/sqft,https://abc.com
2017,Q3,Bangalore,Indiranagar,TotalTransactions,586,transactions,https://abc.com
2017,Q4,Bangalore,Indiranagar,AvgPricePerSqft,10818,INR/sqft,https://abc.com
2017,Q4,Bangalore,Indiranagar,TotalTransactions,595,transactions,https://abc.com
2018,Q1,Bangalore,Indiranagar,AvgPricePerSqft,10967,INR/sqft,https://abc.com
2018,Q1,Bangalore,Indiranagar,TotalTransactions,604,transactions,https://abc.com
2018,Q2,Bangalore,Indiranagar,AvgPricePerSqft,11116,INR/sqft,https://abc.com
2018,Q2,Bangalore,Indiranagar,TotalTransactions,613,transactions,https://abc.com
2018,Q3,Bangalore,Indiranagar,AvgPricePerSqft,11266,INR/sqft,https://abc.com
2018,Q3,Bangalore,Indiranagar,TotalTransactions,622,transactions,https://abc.com
2018,Q4,Bangalore,Indiranagar,AvgPricePerSqft,11415,INR/sqft,https://abc.com
2018,Q4,Bangalore,Indiranagar,TotalTransactions,631,transactions,https://abc.com
2019,Q1,Bangalore,Indiranagar,AvgPricePerSqft,11565,INR/sqft,https://abc.com
2019,Q1,Bangalore,Indiranagar,TotalTransactions,640,transactions,https://abc.com
2019,Q2,Bangalore,Indiranagar,AvgPricePerSqft,11714,INR/sqft,https://abc.com
2019,Q2,Bangalore,Indiranagar,TotalTransactions,649,transactions,https://abc.com
2019,Q3,Bangalore,Indiranagar,AvgPricePerSqft,11863,INR/sqft,https://abc.com
2019,Q3,Bangalore,Indiranagar,TotalTransactions,659,transactions,https://abc.com
2019,Q4,Bangalore,Indiranagar,AvgPricePerSqft,12013,INR/sqft,https://abc.com
2019,Q4,Bangalore,Indiranagar,TotalTransactions,668,transactions,https://abc.com
2020,Q1,Bangalore,Indiranagar,AvgPricePerSqft,12162,INR/sqft,https://abc.com
2020,Q1,Bangalore,Indiranagar,TotalTransactions,677,transactions,https://abc.com
2020,Q2,Bangalore,Indiranagar,AvgPricePerSqft,12311,INR/sqft,https://abc.com
2020,Q2,Bangalore,Indiranagar,TotalTransactions,686,transactions,https://abc.com
2020,Q3,Bangalore,Indiranagar,AvgPricePerSqft,12461,INR/sqft,https://abc.com
2020,Q3,Bangalore,Indiranagar,TotalTransactions,695,transactions,https://abc.com
2020,Q4,Bangalore,Indiranagar,AvgPricePerSqft,12610,INR/sqft,https://abc.com
2020,Q4,Bangalore,Indiranagar,TotalTransactions,704,transactions,https://abc.com
2021,Q1,Bangalore,Indiranagar,AvgPricePerSqft,12759,INR/sqft,https://abc.com
2021,Q1,Bangalore,Indiranagar,TotalTransactions,713,transactions,https://abc.com
2021,Q2,Bangalore,Indiranagar,AvgPricePerSqft,12909,INR/sqft,https://abc.com
2021,Q2,Bangalore,Indiranagar,TotalTransactions,722,transactions,https://abc.com
2021,Q3,Bangalore,Indiranagar,AvgPricePerSqft,13058,INR/sqft,https://abc.com
2021,Q3,Bangalore,Indiranagar,TotalTransactions,732,transactions,https://abc.com
2021,Q4,Bangalore,Indiranagar,AvgPricePerSqft,13208,INR/sqft,https://abc.com
2021,Q4,Bangalore,Indiranagar,TotalTransactions,741,transactions,https://abc.com
2022,Q1,Bangalore,Indiranagar,AvgPricePerSqft,13357,INR/sqft,https://abc.com
2022,Q1,Bangalore,Indiranagar,TotalTransactions,750,transactions,https://abc.com
2022,Q2,Bangalore,Indiranagar,AvgPricePerSqft,13506,INR/sqft,https://abc.com
2022,Q2,Bangalore,Indiranagar,TotalTransactions,759,transactions,https://abc.com
2022,Q3,Bangalore,Indiranagar,AvgPricePerSqft,13656,INR/sqft,https://abc.com
2022,Q3,Bangalore,Indiranagar,TotalTransactions,768,transactions,https://abc.com
2022,Q4,Bangalore,Indiranagar,AvgPricePerSqft,13805,INR/sqft,https://abc.com
2022,Q4,Bangalore,Indiranagar,TotalTransactions,777,transactions,https://abc.com
2023,Q1,Bangalore,Indiranagar,AvgPricePerSqft,13954,INR/sqft,https://abc.com
2023,Q1,Bangalore,Indiranagar,TotalTransactions,786,transactions,https://abc.com
2023,Q2,Bangalore,Indiranagar,AvgPricePerSqft,14104,INR/sqft,https://abc.com
2023,Q2,Bangalore,Indiranagar,TotalTransactions,795,transactions,https://abc.com
2023,Q3,Bangalore,Indiranagar,AvgPricePerSqft,14253,INR/sqft,https://abc.com
2023,Q3,Bangalore,Indiranagar,TotalTransactions,804,transactions,https://abc.com
2023,Q4,Bangalore,Indiranagar,AvgPricePerSqft,14403,INR/sqft,https://abc.com
2023,Q4,Bangalore,Indiranagar,TotalTransactions,814,transactions,https://abc.com
2024,Q1,Bangalore,Indiranagar,AvgPricePerSqft,14552,INR/sqft,https://abc.com
2024,Q1,Bangalore,Indiranagar,TotalTransactions,823,transactions,https://abc.com
2024,Q2,Bangalore,Indiranagar,AvgPricePerSqft,14701,INR/sqft,https://abc.com
2024,Q2,Bangalore,Indiranagar,TotalTransactions,832,transactions,https://abc.com
2024,Q3,Bangalore,Indiranagar,AvgPricePerSqft,14851,INR/sqft,https://abc.com
2024,Q3,Bangalore,Indiranagar,TotalTransactions,841,transactions,https://abc.com
2024,Q4,Bangalore,Indiranagar,AvgPricePerSqft,15000,INR/sqft,https://abc.com
2024,Q4,Bangalore,Indiranagar,TotalTransactions,850,transactions,https://abc.com
2005,Q1,Bangalore,Electronic City,AvgPricePerSqft,1500,INR/sqft,https://abc.com
2005,Q1,Bangalore,Electronic City,TotalTransactions,80,transactions,https://abc.com
2005,Q2,Bangalore,Electronic City,AvgPricePerSqft,1633,INR/sqft,https://abc.com
2005,Q2,Bangalore,Electronic City,TotalTransactions,88,transactions,https://abc.com
2005,Q3,Bangalore,Electronic City,AvgPricePerSqft,1766,INR/sqft,https://abc.com
2005,Q3,Bangalore,Electronic City,TotalTransactions,97,transactions,https://abc.com
2005,Q4,Bangalore,Electronic City,AvgPricePerSqft,1899,INR/sqft,https://abc.com
2005,Q4,Bangalore,Electronic City,TotalTransactions,105,transactions,https://abc.com
2006,Q1,Bangalore,Electronic City,AvgPricePerSqft,2032,INR/sqft,https://abc.com
2006,Q1,Bangalore,Electronic City,TotalTransactions,113,transactions,https://abc.com
2006,Q2,Bangalore,Electronic City,AvgPricePerSqft,2165,INR/sqft,https://abc.com
2006,Q2,Bangalore,Electronic City,TotalTransactions,122,transactions,https://abc.com
2006,Q3,Bangalore,Electronic City,AvgPricePerSqft,2297,INR/sqft,https://abc.com
2006,Q3,Bangalore,Electronic City,TotalTransactions,130,transactions,https://abc.com
2006,Q4,Bangalore,Electronic City,AvgPricePerSqft,2430,INR/sqft,https://abc.com
2006,Q4,Bangalore,Electronic City,TotalTransactions,138,transactions,https://abc.com
2007,Q1,Bangalore,Electronic City,AvgPricePerSqft,2563,INR/sqft,https://abc.com
2007,Q1,Bangalore,Electronic City,TotalTransactions,147,transactions,https://abc.com
2007,Q2,Bangalore,Electronic City,AvgPricePerSqft,2696,INR/sqft,https://abc.com
2007,Q2,Bangalore,Electronic City,TotalTransactions,155,transactions,https://abc.com
2007,Q3,Bangalore,Electronic City,AvgPricePerSqft,2829,INR/sqft,https://abc.com
2007,Q3,Bangalore,Electronic City,TotalTransactions,164,transactions,https://abc.com
2007,Q4,Bangalore,Electronic City,AvgPricePerSqft,2962,INR/sqft,https://abc.com
2007,Q4,Bangalore,Electronic City,TotalTransactions,172,transactions,https://abc.com
2008,Q1,Bangalore,Electronic City,AvgPricePerSqft,3095,INR/sqft,https://abc.com
2008,Q1,Bangalore,Electronic City,TotalTransactions,180,transactions,https://abc.com
2008,Q2,Bangalore,Electronic City,AvgPricePerSqft,3228,INR/sqft,https://abc.com
2008,Q2,Bangalore,Electronic City,TotalTransactions,189,transactions,https://abc.com
2008,Q3,Bangalore,Electronic City,AvgPricePerSqft,3361,INR/sqft,https://abc.com
2008,Q3,Bangalore,Electronic City,TotalTransactions,197,transactions,https://abc.com
2008,Q4,Bangalore,Electronic City,AvgPricePerSqft,3494,INR/sqft,https://abc.com
2008,Q4,Bangalore,Electronic City,TotalTransactions,205,transactions,https://abc.com
2009,Q1,Bangalore,Electronic City,AvgPricePerSqft,3627,INR/sqft,https://abc.com
2009,Q1,Bangalore,Electronic City,TotalTransactions,214,transactions,https://abc.com
2009,Q2,Bangalore,Electronic City,AvgPricePerSqft,3759,INR/sqft,https://abc.com
2009,Q2,Bangalore,Electronic City,TotalTransactions,222,transactions,https://abc.com
2009,Q3,Bangalore,Electronic City,AvgPricePerSqft,3892,INR/sqft,https://abc.com
2009,Q3,Bangalore,Electronic City,TotalTransactions,230,transactions,https://abc.com
2009,Q4,Bangalore,Electronic City,AvgPricePerSqft,4025,INR/sqft,https://abc.com
2009,Q4,Bangalore,Electronic City,TotalTransactions,239,transactions,https://abc.com
2010,Q1,Bangalore,Electronic City,AvgPricePerSqft,4158,INR/sqft,https://abc.com
2010,Q1,Bangalore,Electronic City,TotalTransactions,247,transactions,https://abc.com
2010,Q2,Bangalore,Electronic City,AvgPricePerSqft,4291,INR/sqft,https://abc.com
2010,Q2,Bangalore,Electronic City,TotalTransactions,255,transactions,https://abc.com
2010,Q3,Bangalore,Electronic City,AvgPricePerSqft,4424,INR/sqft,https://abc.com
2010,Q3,Bangalore,Electronic City,TotalTransactions,264,transactions,https://abc.com
2010,Q4,Bangalore,Electronic City,AvgPricePerSqft,4557,INR/sqft,https://abc.com
2010,Q4,Bangalore,Electronic City,TotalTransactions,272,transactions,https://abc.com
2011,Q1,Bangalore,Electronic City,AvgPricePerSqft,4690,INR/sqft,https://abc.com
2011,Q1,Bangalore,Electronic City,TotalTransactions,281,transactions,https://abc.com
2011,Q2,Bangalore,Electronic City,AvgPricePerSqft,4823,INR/sqft,https://abc.com
2011,Q2,Bangalore,Electronic City,TotalTransactions,289,transactions,https://abc.com
2011,Q3,Bangalore,Electronic City,AvgPricePerSqft,4956,INR/sqft,https://abc.com
2011,Q3,Bangalore,Electronic City,TotalTransactions,297,transactions,https://abc.com
2011,Q4,Bangalore,Electronic City,AvgPricePerSqft,5089,INR/sqft,https://abc.com
2011,Q4,Bangalore,Electronic City,TotalTransactions,306,transactions,https://abc.com
2012,Q1,Bangalore,Electronic City,AvgPricePerSqft,5222,INR/sqft,https://abc.com
2012,Q1,Bangalore,Electronic City,TotalTransactions,314,transactions,https://abc.com
2012,Q2,Bangalore,Electronic City,AvgPricePerSqft,5354,INR/sqft,https://abc.com
2012,Q2,Bangalore,Electronic City,TotalTransactions,322,transactions,https://abc.com
2012,Q3,Bangalore,Electronic City,AvgPricePerSqft,5487,INR/sqft,https://abc.com
2012,Q3,Bangalore,Electronic City,TotalTransactions,331,transactions,https://abc.com
2012,Q4,Bangalore,Electronic City,AvgPricePerSqft,5620,INR/sqft,https://abc.com
2012,Q4,Bangalore,Electronic City,TotalTransactions,339,transactions,https://abc.com
2013,Q1,Bangalore,Electronic City,AvgPricePerSqft,5753,INR/sqft,https://abc.com
2013,Q1,Bangalore,Electronic City,TotalTransactions,347,transactions,https://abc.com
2013,Q2,Bangalore,Electronic City,AvgPricePerSqft,5886,INR/sqft,https://abc.com
2013,Q2,Bangalore,Electronic City,TotalTransactions,356,transactions,https://abc.com
2013,Q3,Bangalore,Electronic City,AvgPricePerSqft,6019,INR/sqft,https://abc.com
2013,Q3,Bangalore,Electronic City,TotalTransactions,364,transactions,https://abc.com
2013,Q4,Bangalore,Electronic City,AvgPricePerSqft,6152,INR/sqft,https://abc.com
2013,Q4,Bangalore,Electronic City,TotalTransactions,372,transactions,https://abc.com
2014,Q1,Bangalore,Electronic City,AvgPricePerSqft,6285,INR/sqft,https://abc.com
2014,Q1,Bangalore,Electronic City,TotalTransactions,381,transactions,https://abc.com
2014,Q2,Bangalore,Electronic City,AvgPricePerSqft,6418,INR/sqft,https://abc.com
2014,Q2,Bangalore,Electronic City,TotalTransactions,389,transactions,https://abc.com
2014,Q3,Bangalore,Electronic City,AvgPricePerSqft,6551,INR/sqft,https://abc.com
2014,Q3,Bangalore,Electronic City,TotalTransactions,397,transactions,https://abc.com
2014,Q4,Bangalore,Electronic City,AvgPricePerSqft,6684,INR/sqft,https://abc.com
2014,Q4,Bangalore,Electronic City,TotalTransactions,406,transactions,https://abc.com
2015,Q1,Bangalore,Electronic City,AvgPricePerSqft,6816,INR/sqft,https://abc.com
2015,Q1,Bangalore,Electronic City,TotalTransactions,414,transactions,https://abc.com
2015,Q2,Bangalore,Electronic City,AvgPricePerSqft,6949,INR/sqft,https://abc.com
2015,Q2,Bangalore,Electronic City,TotalTransactions,423,transactions,https://abc.com
2015,Q3,Bangalore,Electronic City,AvgPricePerSqft,7082,INR/sqft,https://abc.com
2015,Q3,Bangalore,Electronic City,TotalTransactions,431,transactions,https://abc.com
2015,Q4,Bangalore,Electronic City,AvgPricePerSqft,7215,INR/sqft,https://abc.com
2015,Q4,Bangalore,Electronic City,TotalTransactions,439,transactions,https://abc.com
2016,Q1,Bangalore,Electronic City,AvgPricePerSqft,7348,INR/sqft,https://abc.com
2016,Q1,Bangalore,Electronic City,TotalTransactions,448,transactions,https://abc.com
2016,Q2,Bangalore,Electronic City,AvgPricePerSqft,7481,INR/sqft,https://abc.com
2016,Q2,Bangalore,Electronic City,TotalTransactions,456,transactions,https://abc.com
2016,Q3,Bangalore,Electronic City,AvgPricePerSqft,7614,INR/sqft,https://abc.com
2016,Q3,Bangalore,Electronic City,TotalTransactions,464,transactions,https://abc.com
2016,Q4,Bangalore,Electronic City,AvgPricePerSqft,7747,INR/sqft,https://abc.com
2016,Q4,Bangalore,Electronic City,TotalTransactions,473,transactions,https://abc.com
2017,Q1,Bangalore,Electronic City,AvgPricePerSqft,7880,INR/sqft,https://abc.com
2017,Q1,Bangalore,Electronic City,TotalTransactions,481,transactions,https://abc.com
2017,Q2,Bangalore,Electronic City,AvgPricePerSqft,8013,INR/sqft,https://abc.com
2017,Q2,Bangalore,Electronic City,TotalTransactions,489,transactions,https://abc.com
2017,Q3,Bangalore,Electronic City,AvgPricePerSqft,8146,INR/sqft,https://abc.com
2017,Q3,Bangalore,Electronic City,TotalTransactions,498,transactions,https://abc.com
2017,Q4,Bangalore,Electronic City,AvgPricePerSqft,8278,INR/sqft,https://abc.com
2017,Q4,Bangalore,Electronic City,TotalTransactions,506,transactions,https://abc.com
2018,Q1,Bangalore,Electronic City,AvgPricePerSqft,8411,INR/sqft,https://abc.com
2018,Q1,Bangalore,Electronic City,TotalTransactions,514,transactions,https://abc.com
2018,Q2,Bangalore,Electronic City,AvgPricePerSqft,8544,INR/sqft,https://abc.com
2018,Q2,Bangalore,Electronic City,TotalTransactions,523,transactions,https://abc.com
2018,Q3,Bangalore,Electronic City,AvgPricePerSqft,8677,INR/sqft,https://abc.com
2018,Q3,Bangalore,Electronic City,TotalTransactions,531,transactions,https://abc.com
2018,Q4,Bangalore,Electronic City,AvgPricePerSqft,8810,INR/sqft,https://abc.com
2018,Q4,Bangalore,Electronic City,TotalTransactions,539,transactions,https://abc.com
2019,Q1,Bangalore,Electronic City,AvgPricePerSqft,8943,INR/sqft,https://abc.com
2019,Q1,Bangalore,Electronic City,TotalTransactions,548,transactions,https://abc.com
2019,Q2,Bangalore,Electronic City,AvgPricePerSqft,9076,INR/sqft,https://abc.com
2019,Q2,Bangalore,Electronic City,TotalTransactions,556,transactions,https://abc.com
2019,Q3,Bangalore,Electronic City,AvgPricePerSqft,9209,INR/sqft,https://abc.com
2019,Q3,Bangalore,Electronic City,TotalTransactions,565,transactions,https://abc.com
2019,Q4,Bangalore,Electronic City,AvgPricePerSqft,9342,INR/sqft,https://abc.com
2019,Q4,Bangalore,Electronic City,TotalTransactions,573,transactions,https://abc.com
2020,Q1,Bangalore,Electronic City,AvgPricePerSqft,9475,INR/sqft,https://abc.com
2020,Q1,Bangalore,Electronic City,TotalTransactions,581,transactions,https://abc.com
2020,Q2,Bangalore,Electronic City,AvgPricePerSqft,9608,INR/sqft,https://abc.com
2020,Q2,Bangalore,Electronic City,TotalTransactions,590,transactions,https://abc.com
2020,Q3,Bangalore,Electronic City,AvgPricePerSqft,9741,INR/sqft,https://abc.com
2020,Q3,Bangalore,Electronic City,TotalTransactions,598,transactions,https://abc.com
2020,Q4,Bangalore,Electronic City,AvgPricePerSqft,9873,INR/sqft,https://abc.com
2020,Q4,Bangalore,Electronic City,TotalTransactions,606,transactions,https://abc.com
2021,Q1,Bangalore,Electronic City,AvgPricePerSqft,10006,INR/sqft,https://abc.com
2021,Q1,Bangalore,Electronic City,TotalTransactions,615,transactions,https://abc.com
2021,Q2,Bangalore,Electronic City,AvgPricePerSqft,10139,INR/sqft,https://abc.com
2021,Q2,Bangalore,Electronic City,TotalTransactions,623,transactions,https://abc.com
2021,Q3,Bangalore,Electronic City,AvgPricePerSqft,10272,INR/sqft,https://abc.com
2021,Q3,Bangalore,Electronic City,TotalTransactions,631,transactions,https://abc.com
2021,Q4,Bangalore,Electronic City,AvgPricePerSqft,10405,INR/sqft,https://abc.com
2021,Q4,Bangalore,Electronic City,TotalTransactions,640,transactions,https://abc.com
2022,Q1,Bangalore,Electronic City,AvgPricePerSqft,10538,INR/sqft,https://abc.com
2022,Q1,Bangalore,Electronic City,TotalTransactions,648,transactions,https://abc.com
2022,Q2,Bangalore,Electronic City,AvgPricePerSqft,10671,INR/sqft,https://abc.com
2022,Q2,Bangalore,Electronic City,TotalTransactions,656,transactions,https://abc.com
2022,Q3,Bangalore,Electronic City,AvgPricePerSqft,10804,INR/sqft,https://abc.com
2022,Q3,Bangalore,Electronic City,TotalTransactions,665,transactions,https://abc.com
2022,Q4,Bangalore,Electronic City,AvgPricePerSqft,10937,INR/sqft,https://abc.com
2022,Q4,Bangalore,Electronic City,TotalTransactions,673,transactions,https://abc.com
2023,Q1,Bangalore,Electronic City,AvgPricePerSqft,11070,INR/sqft,https://abc.com
2023,Q1,Bangalore,Electronic City,TotalTransactions,682,transactions,https://abc.com
2023,Q2,Bangalore,Electronic City,AvgPricePerSqft,11203,INR/sqft,https://abc.com
2023,Q2,Bangalore,Electronic City,TotalTransactions,690,transactions,https://abc.com
2023,Q3,Bangalore,Electronic City,AvgPricePerSqft,11335,INR/sqft,https://abc.com
2023,Q3,Bangalore,Electronic City,TotalTransactions,698,transactions,https://abc.com
2023,Q4,Bangalore,Electronic City,AvgPricePerSqft,11468,INR/sqft,https://abc.com
2023,Q4,Bangalore,Electronic City,TotalTransactions,707,transactions,https://abc.com
2024,Q1,Bangalore,Electronic City,AvgPricePerSqft,11601,INR/sqft,https://abc.com
2024,Q1,Bangalore,Electronic City,TotalTransactions,715,transactions,https://abc.com
2024,Q2,Bangalore,Electronic City,AvgPricePerSqft,11734,INR/sqft,https://abc.com
2024,Q2,Bangalore,Electronic City,TotalTransactions,723,transactions,https://abc.com
2024,Q3,Bangalore,Electronic City,AvgPricePerSqft,11867,INR/sqft,https://abc.com
2024,Q3,Bangalore,Electronic City,TotalTransactions,732,transactions,https://abc.com
2024,Q4,Bangalore,Electronic City,AvgPricePerSqft,12000,INR/sqft,https://abc.com
2024,Q4,Bangalore,Electronic City,TotalTransactions,740,transactions,https://abc.com
